
==============================================================================================================
                                  BAI 7 - PRODUCT WITH HIGHEST QUANTITY SOLD                                  
==============================================================================================================
Product_ID                  Product_Category_Name  Quantity_Sold  Total_Revenue   Avg_Review_Score  Review_Count
----------------------------------------------------------------------------------------------------------------
aca2eb7d00ea1a7b8ebd4e6...  Furniture_Decor                  527        44820.76            4.0191           524
----------------------------------------------------------------------------------------------------------------
Rows shown in this table: 1

Giai thich:
- Quantity_Sold duoc tinh bang cach dem so dong san pham trong Order_Items theo tung Product_ID.
- San pham o bang tren la san pham co so luong ban ra cao nhat.
- Neu nhieu san pham co cung Quantity_Sold, Total_Revenue duoc dung lam tieu chi sap xep tiep theo.

==============================================================================================================
                                             BAI 7 - ALL PRODUCTS                                             
==============================================================================================================
Product_ID                  Product_Category_Name             Quantity_Sold  Total_Revenue   Avg_Review_Score  Review_Count
---------------------------------------------------------------------------------------------------------------------------
dc52f0f5d3ec37a93eaf956...  Watches_Gifts                                39         2401.39            3.9231            39
553e0e7590d3116a072507a...  Bed_Bath_Table                               39         2339.67            4.4103            39
f7f59e6186e10983a061ac7...  Housewares                                   39         2048.28            4.8205            39
25c38557cf793876c5abdd5...  Baby                                         38        40311.95            2.6757            37
98d61056e0568ba048e5d78...  Auto                                         38         7213.87              4.45            40
c7b3cf9de7be95b3e09e7a6...  Luggage_Accessories                          38         4060.58            4.5263            38
e5ae72c62ebfa708624f502...  Computers_Accessories                        38         2790.98            4.1579            38
57f2bc497c1a3ebe41ba7a0...  Watches_Gifts                                38         2592.15            3.5263            38
af2d506fb01b724e0359134...  Baby                                         38         2436.46            4.2895            38
1600dcf1cea8c0c83702e07...  Watches_Gifts                                38         2201.36            4.0263            38
060c17562f97e5bb60bc0df...  Computers_Accessories                        38          1423.2            4.4474            38
c211ff3068fcd2f88981929...  Bed_Bath_Table                               38         1341.72            4.2564            39
3225c54bb2785c33f49f503...  Watches_Gifts                                37        10939.66            3.7778            36
10717ff440b232008198912...  Bed_Bath_Table                               37         5773.23            4.1389            36
08a58dc963320d607362338...  Computers_Accessories                        37          5422.5            4.0811            37
ca5c923962558430573f836...  Pet_Shop                                     37          4757.1            4.4865            37
